National,Pokemon,HP,Att,Def,SpA,SpD,Spe,PPs,Type 1,Type 2,Altura,Height,Peso,Weight,Min. Level,Evolv,Description,Descripción,Ab 1,Ab 2,H Ab,% Male,Tm moves,Lvl 1 (1-14),Lvl 2 (15-20),Lvl 3 (21 - 23),Lvl 4 (24 - 27),Lvl 5 (28-31),Lvl 6 (32 - 35),Lvl 7 (36 - 39),Lvl 8 (40 - 41),Lvl 9 (42 - 50),Lvl 10 (51 -
588,Karrablast,50,75,45,40,45,60,25,Bug,,Pequeño,Small,Ligero,Lightweight,3,,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,"Si recibe una descarga eléctrica durante un combate contra un Shelmet, puede evolucionar. Se desconoce el porqué.",Swarm,Shed Skin,No Guard,50%,"Toxic, Hidden Power, Protect, Rain Dance, Frustration, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Energy Ball, False Swipe, Swords Dance, Struggle Bug, X-Scissor, Poison Jab, Swagger, Substitute, Cut","Peck, Leer, Endure, Fury Cutter","Fury Attack, Headbutt",,False Swipe,Bug Buzz,Slash,Take Down,Scary Face,"X-Scissor, Flail","Swords Dance, Double-Edge"
589,Escavalier,70,135,105,60,105,20,25,Bug,Steel,Pequeño,Small,Ligero,Lightweight,7,lvl,"Wearing the shell covering they stole from Shelmet, they defend themselves and attack with two lances.",Se defiende de los ataques con el caparazón que roba a los Shelmet. Atacan con sus dos mortíferas lanzas.,Swarm,Shell Armor,Overcoat,50%,"Toxic, Hidden Power, Protect, Rain Dance, Frustration, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Energy Ball, False Swipe, Swords Dance, Struggle Bug, X-Scissor, Poison Jab, Swagger, Substitute, Cut","Peck, Leer, Quick Guard, Twineedle, Leer, Quick Guard, Twineedle","Fury Attack, Headbutt",,False Swipe,Bug Buzz,Slash,Iron Head,Iron Defense,"X-Scissor, Reversal","Swords Dance, Giga Impact"
590,Foongus,69,55,45,55,55,15,25,Grass,Poison,Diminuto,Tiny,Peso pluma,Featherweight,2,,It lures Pokémon with its pattern that looks just like a Poké Ball then releases poison spores.,Atraen a otros Pokémon gracias a su similitud con una Poké Ball y los atacan expulsando esporas venenosas.,Effect Spore,Effect Spore,Regenerator,50%,"Toxic, Venoshock, Hidden Power, Sunny Day, Protect, Rain Dance, Frustration, SolarBeam, Return, Double Team, Sludge Bomb, Facade, Rest, Attract, Round, Energy Ball, Payback, Flash, Grass Knot, Swagger, Substitute","Absorb, Growth, Astonish, Bide","Mega Drain, Ingrain, Faint Attack",,Sweet Scent,Giga Drain,"Toxic, Synthesis",Clear Smog,,"SolarBeam, Rage Powder, Spore",
591,Amoonguss,114,85,70,85,80,30,25,Grass,Poison,Pequeño,Small,Ligero,Lightweight,5,lvl,It moves the caps on both arms and does a dance to lure prey. It prefers damp places.,Lleva a cabo una danza con la especie de sombrillas de sus manos para atraer a presas. Le gustan los lugares húmedos.,Effect Spore,Effect Spore,Regenerator,50%,"Toxic, Venoshock, Hidden Power, Sunny Day, Hyper Beam, Protect, Rain Dance, Frustration, SolarBeam, Return, Double Team, Sludge Bomb, Facade, Rest, Attract, Round, Energy Ball, Payback, Giga Impact, Flash, Grass Knot, Swagger, Substitute","Absorb, Growth, Astonish, Bide, Growth, Astonish, Bide","Mega Drain, Ingrain, Faint Attack",,Sweet Scent,Giga Drain,"Toxic, Synthesis",,,"Clear Smog, SolarBeam","Rage Powder, Spore"
592,Frillish,55,40,50,65,85,40,25,Water,Ghost,Mediano,Medium,Ligero,Lightweight,3,,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.","Rodea a sus presas con sus tentáculos, las entumece y las arrastra a 8000 m de profundidad hasta que las ahoga.",Water Absorb,Cursed Body,Cursed Body,50%,"Toxic, Hail, Hidden Power, Taunt, Ice Beam, Blizzard, Protect, Rain Dance, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Sludge Wave, Sludge Bomb, Facade, Rest, Attract, Round, Energy Ball, Scald, Will-O-Wisp, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room, Surf, Waterfall, Dive","Bubble, Water Sport, Absorb, Night Shade, BubbleBeam",Recover,Water Pulse,Ominous Wind,,Brine,Rain Dance,,"Hex, Hydro Pump","Wring Out, Water Spout"
593,Jellicent,100,60,70,85,105,60,25,Water,Ghost,Grande,Big,Intermedio,Middleweight,6,lvl,Its body is mostly seawater. It's said there's a castle of ships Jellicent have sunk on the seafloor.,Su cuerpo se compone de agua salada. Dicen que ha construido un palacio en el fondo del mar con restos de barcos.,Water Absorb,Cursed Body,Damp,50%,"Toxic, Hail, Hidden Power, Taunt, Ice Beam, Blizzard, Hyper Beam, Protect, Rain Dance, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Sludge Wave, Sludge Bomb, Facade, Rest, Attract, Round, Energy Ball, Scald, Will-O-Wisp, Giga Impact, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room, Surf, Waterfall, Dive","Bubble, Water Sport, Absorb, Night Shade, Absorb, Night Shade, BubbleBeam",Recover,Water Pulse,Ominous Wind,,Brine,Rain Dance,,Hex,"Hydro Pump, Wring Out, Water Spout"
594,Alomomola,165,75,80,40,45,65,25,Water,,Mediano,Medium,Ligero,Lightweight,5,,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,Abraza gentilmente con sus aletas a Pokémon que están lastimados y cura sus heridas con su membrana especial.,Healer,Hydration,Regenerator,50%,"Calm Mind, Toxic, Hail, Hidden Power, Ice Beam, Blizzard, Light Screen, Protect, Rain Dance, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Facade, Rest, Attract, Round, Scald, Psych Up, Swagger, Substitute, Surf, Waterfall, Dive","Pound, Water Sport, Aqua Ring, Aqua Jet, DoubleSlap",Heal Pulse,Protect,Water Pulse,Wake-Up Slap,Soak,Wish,Brine,"Safeguard, Helping Hand","Wide Guard, Healing Wish, Hydro Pump"
595,Joltik,50,47,50,57,50,65,25,Bug,Electric,Diminuto,Tiny,Peso pluma,Featherweight,1,,"Since it can't generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity.","No puede generar electricidad por sí mismo, así que se encarama a Pokémon grandes y absorbe su energía estática.",Compoundeyes,Unnerve,Swarm,50%,"Toxic, Hidden Power, Light Screen, Protect, Rain Dance, Frustration, Thunderbolt, Return, Double Team, Facade, Rest, Attract, Thief, Round, Energy Ball, Charge Beam, Flash, Volt Switch, Thunder Wave, Struggle Bug, X-Scissor, Poison Jab, Swagger, Substitute, Wild Charge, Cut","String Shot, Leech Life, Spider Web, Thunder Wave, Screech, Fury Cutter","Electroweb, Bug Bite",Gastro Acid,Slash,Electro Ball,Signal Beam,Agility,Sucker Punch,"Discharge, Bug Buzz",
596,Galvantula,70,77,60,97,60,108,25,Bug,Electric,Pequeño,Small,Ligero,Lightweight,5,lvl,It creates barriers from electrified silk that stun foes. This works as a weapon as well as a defense.,"Crea una barrera de hilos electrificados que aturde al enemigo, por lo que actúa como defensa y también como arma.",Compoundeyes,Unnerve,Swarm,50%,"Toxic, Hidden Power, Hyper Beam, Light Screen, Protect, Rain Dance, Frustration, Thunderbolt, Thunder, Return, Double Team, Facade, Rest, Attract, Thief, Round, Energy Ball, Charge Beam, Giga Impact, Flash, Volt Switch, Thunder Wave, Struggle Bug, X-Scissor, Poison Jab, Swagger, Substitute, Wild Charge, Cut","String Shot, Leech Life, Spider Web, Thunder Wave, Thunder Wave, Screech, Fury Cutter","Electroweb, Bug Bite",Gastro Acid,Slash,Electro Ball,Signal Beam,,Agility,Sucker Punch,"Discharge, Bug Buzz"
597,Ferroseed,44,50,91,24,86,10,25,Grass,Steel,Pequeño,Small,Ligero,Lightweight,3,,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,Absorbe los componentes ferruginosos de las rocas al colgarse del techo de las cuevas. Dispara púas si se ve en peligro.,Iron Barbs,Iron Barbs,Iron Barbs,50%,"Hone Claws, Toxic, Hidden Power, Sunny Day, Protect, Frustration, SolarBeam, Thunderbolt, Return, Double Team, Facade, Rest, Round, Energy Ball, Explosion, Payback, Rock Polish, Flash, Thunder Wave, Gyro Ball, Poison Jab, Swagger, Substitute, Flash Cannon, Rock Smash","Tackle, Harden, Rollout, Curse, Metal Claw",Pin Missile,Gyro Ball,Iron Defense,Mirror Shot,Ingrain,Selfdestruct,,"Iron Head, Payback","Flash Cannon, Explosion"
598,Ferrothorn,74,94,131,54,116,20,25,Grass,Steel,Pequeño,Small,Intermedio,Middleweight,8,lvl,"By swinging around its three spiky feelers and shooting spikes, it can obliterate an opponent.",Azota al enemigo con sus tres tentáculos y después dispara púas hasta que no deja ni rastro del rival.,Iron Barbs,Iron Barbs,Iron Barbs,50%,"Hone Claws, Toxic, Hidden Power, Sunny Day, Hyper Beam, Protect, Frustration, SolarBeam, Thunderbolt, Thunder, Return, Double Team, Sandstorm, Aerial Ace, Facade, Rest, Round, Energy Ball, Explosion, Shadow Claw, Payback, Giga Impact, Rock Polish, Flash, Thunder Wave, Gyro Ball, Swords Dance, Bulldoze, Poison Jab, Grass Knot, Swagger, Substitute, Flash Cannon, Rock Smash, Cut, Strength","Rock Climb, Tackle, Harden, Rollout, Curse, Rollout, Curse, Metal Claw",Pin Missile,Gyro Ball,Iron Defense,Mirror Shot,Ingrain,Selfdestruct,Power Whip,Iron Head,"Payback, Flash Cannon, Explosion"
599,Klink,40,55,70,45,60,30,25,Steel,,Diminuto,Tiny,Ligero,Lightweight,3,,Two bodies comprise a fixed pair. They spin around each other to generate energy.,La combinación fija de dos cuerpos le permite generar energía cuando se ponen a girar.,Plus,Minus,Clear Body,--,"Toxic, Hidden Power, Hyper Beam, Protect, Frustration, Thunderbolt, Return, Double Team, Sandstorm, Facade, Rest, Round, Charge Beam, Rock Polish, Volt Switch, Thunder Wave, Swagger, Substitute, Flash Cannon, Wild Charge, Rock Smash","ViceGrip, Charge, ThunderShock",Gear Grind,Bind,Charge Beam,Autotomize,,"Mirror Shot, Screech",,"Discharge, Metal Sound, Shift Gear","Lock-On, Zap Cannon, Hyper Beam"
600,Klang,60,80,95,70,85,50,25,Steel,,Pequeño,Small,Intermedio,Middleweight,6,lvl,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die.","Se compone de una rueda dentada grande y otra pequeña. Lanza la pequeña para atacar, pero se debilita si no regresa.",Plus,Minus,Clear Body,--,"Toxic, Hidden Power, Hyper Beam, Protect, Frustration, Thunderbolt, Return, Double Team, Sandstorm, Facade, Rest, Round, Charge Beam, Rock Polish, Volt Switch, Thunder Wave, Swagger, Substitute, Flash Cannon, Wild Charge, Rock Smash","ViceGrip, Charge, ThunderShock, Gear Grind, Charge, ThunderShock",Gear Grind,Bind,Charge Beam,Autotomize,,Mirror Shot,Screech,"Discharge, Metal Sound","Shift Gear, Lock-On, Zap Cannon, Hyper Beam"
601,Klinklang,60,100,115,70,85,90,25,Steel,,Pequeño,Small,Intermedio,Middleweight,8,lvl,The minigear spins at high speed. Then the energy from the red core charges the minigear to make it ready to fire.,"Hace girar a gran velocidad la rueda dentada pequeña, le transmite energía acumulada en el núcleo rojo y la dispara.",Plus,Minus,Clear Body,--,"Toxic, Hidden Power, Hyper Beam, Protect, Frustration, Thunderbolt, Thunder, Return, Double Team, Sandstorm, Facade, Rest, Round, Charge Beam, Giga Impact, Rock Polish, Volt Switch, Thunder Wave, Swagger, Substitute, Flash Cannon, Trick Room, Wild Charge, Rock Smash","ViceGrip, Charge, ThunderShock, Gear Grind, Charge, ThunderShock",Gear Grind,Bind,Charge Beam,Autotomize,,Mirror Shot,Screech,"Discharge, Metal Sound","Shift Gear, Lock-On, Zap Cannon, Hyper Beam"
602,Tynamo,35,55,40,45,40,60,25,Electric,,Diminuto,Tiny,Peso pluma,Featherweight,2,,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","Apenas puede generar energía por sí mismo, pero un banco de Tynamo puede crear violentas descargas eléctricas.",Levitate,Levitate,Levitate,50%,,"Tackle, Thunder Wave, Spark, Charge Beam",,,,,,,,,
603,Eelektrik,65,85,70,75,70,40,25,Electric,,Mediano,Medium,Ligero,Lightweight,5,lvl,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.,"Se enrolla alrededor de su presa, la paraliza con la electricidad de sus marcas circulares y le asesta mordiscos.",Levitate,Levitate,Levitate,50%,"Toxic, Hidden Power, Light Screen, Protect, Rain Dance, Frustration, Thunderbolt, Thunder, Return, Double Team, Facade, Rest, Attract, Round, Charge Beam, Acrobatics, Flash, Volt Switch, Thunder Wave, Swagger, U-turn, Substitute, Flash Cannon, Wild Charge","Headbutt, Thunder Wave, Spark, Charge Beam, Bind",Acid,,,Discharge,,Crunch,,"Thunderbolt, Acid Spray","Coil, Wild Charge, Gastro Acid, Zap Cannon, Thrash"
604,Eelektross,85,115,80,105,80,50,25,Electric,,Grande,Big,Intermedio,Middleweight,7,stn,"It latches on to prey with its sucker mouth, sinking in its fangs and shocking the prey with powerful electricity.",Pega la ventosa de su boca en su presa y la electrocuta con una gran descarga clavándole los colmillos.,Levitate,Levitate,Levitate,50%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Hyper Beam, Light Screen, Protect, Rain Dance, Frustration, Thunderbolt, Thunder, Return, Brick Break, Double Team, Flamethrower, Rock Tomb, Facade, Rest, Attract, Round, Charge Beam, Acrobatics, Giga Impact, Flash, Volt Switch, Thunder Wave, Rock Slide, Dragon Tail, Grass Knot, Swagger, U-turn, Substitute, Flash Cannon, Wild Charge, Rock Smash, Cut, Strength","Crush Claw, Headbutt, Acid, Discharge, Crunch",,,,,,,,,
605,Elgyem,55,55,55,85,55,30,25,Psychic,,Pequeño,Small,Ligero,Lightweight,4,,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,"Según cuentan los rumores, procede de un desierto donde hace 50 años se estrelló un ovni.",Telepathy,Synchronize,Analytic,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Attract, Thief, Round, Echoed Voice, Ally Switch, Energy Ball, Charge Beam, Embargo, Flash, Thunder Wave, Psych Up, Rock Slide, Dream Eater, Swagger, Substitute, Trick Room","Confusion, Growl, Heal Block, Miracle Eye","Psybeam, Headbutt",Hidden Power,Imprison,Simple Beam,Zen Headbutt,"Psych Up, Psychic",,"Calm Mind, Recover, Guard Split, Power Split","Synchronoise, Wonder Room"
606,Beheeyem,75,75,75,125,95,40,25,Psychic,,Pequeño,Small,Ligero,Lightweight,9,lvl,"Apparently, it communicates by flashing its three fingers, but those patterns haven't been decoded.","Parece que se comunica haciendo brillar sus dedos tricolores, pero nadie ha conseguido descifrar aún su patrón.",Telepathy,Synchronize,Analytic,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Hyper Beam, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Attract, Thief, Round, Echoed Voice, Ally Switch, Energy Ball, Charge Beam, Embargo, Giga Impact, Flash, Thunder Wave, Psych Up, Rock Slide, Dream Eater, Swagger, Substitute, Trick Room","Confusion, Growl, Heal Block, Miracle Eye, Growl, Heal Block, Miracle Eye","Psybeam, Headbutt",Hidden Power,Imprison,Simple Beam,Zen Headbutt,"Psych Up, Psychic",,"Calm Mind, Recover","Guard Split, Power Split, Synchronoise, Wonder Room"
607,Litwick,50,30,55,65,55,20,25,Ghost,Fire,Diminuto,Tiny,Peso pluma,Featherweight,3,,"Its flame is usually out, but it starts shining when it absorbs life force from people or Pokémon.","Su llama suele estar apagada, pero puede avivarla absorbiendo la energía vital tanto de humanos como de Pokémon.",Flash Fire,Flame Body,Shadow Tag,50%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Telekinesis, Safeguard, Frustration, SolarBeam, Return, Psychic, Shadow Ball, Double Team, Flamethrower, Fire Blast, Facade, Flame Charge, Rest, Attract, Thief, Round, Overheat, Energy Ball, Incinerate, Will-O-Wisp, Embargo, Payback, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room","Ember, Astonish, Minimize, Smog, Fire Spin, Confuse Ray, Night Shade","Will-O-Wisp, Flame Burst",,Imprison,Hex,Memento,Inferno,,"Curse, Shadow Ball","Pain Split, Overheat"
608,Lampent,60,40,60,95,60,55,25,Ghost,Fire,Pequeño,Small,Ligero,Lightweight,6,lvl,The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.,"Al absorber almas, su llama se enciende. Espera a que la gente fallezca, así que suele deambular por los hospitales.",Flash Fire,Flame Body,Shadow Tag,50%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Telekinesis, Safeguard, Frustration, SolarBeam, Return, Psychic, Shadow Ball, Double Team, Flamethrower, Fire Blast, Facade, Flame Charge, Rest, Attract, Thief, Round, Overheat, Energy Ball, Incinerate, Will-O-Wisp, Embargo, Payback, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room","Ember, Astonish, Minimize, Smog, Minimize, Smog, Fire Spin, Confuse Ray, Night Shade","Will-O-Wisp, Flame Burst",,Imprison,Hex,Memento,Inferno,,Curse,"Shadow Ball, Pain Split, Overheat"
609,Chandelure,60,55,90,145,90,80,25,Ghost,Fire,Pequeño,Small,Ligero,Lightweight,8,stn,The spirits burned up in its ominous flame lose their way and wander this world forever.,Las almas que han ardido bajo sus oscuras llamas vagan sin rumbo y eternamente por este mundo.,Flash Fire,Flame Body,Shadow Tag,50%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Telekinesis, Safeguard, Frustration, SolarBeam, Return, Psychic, Shadow Ball, Double Team, Flamethrower, Fire Blast, Facade, Flame Charge, Rest, Attract, Thief, Round, Overheat, Energy Ball, Incinerate, Will-O-Wisp, Embargo, Payback, Giga Impact, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room","Smog, Confuse Ray, Flame Burst, Hex",,,,,,,,,
610,Axew,46,87,60,30,40,57,25,Dragon,,Pequeño,Small,Ligero,Lightweight,3,,"Its large tusks have a tendency to break, but each time they grow back, they grow in harder and sturdier.","Sus grandes colmillos aún son frágiles y suelen partirse, pero los nuevos que le crecen son más duros y resistentes.",Rivalry,Mold Breaker,Unnerve,50%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Dig, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, False Swipe, Fling, Incinerate, Payback, Giga Impact, Swords Dance, X-Scissor, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Strength","Scratch, Leer, Assurance, Dragon Rage, Dual Chop","Scary Face, Slash",,False Swipe,Dragon Claw,Dragon Dance,Taunt,Dragon Pulse,Swords Dance,"Guillotine, Outrage, Giga Impact"
611,Fraxure,66,117,70,40,50,67,25,Dragon,,Pequeño,Small,Ligero,Lightweight,6,lvl,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","Sus colmillos no vuelven a crecer, por lo que, al término de cada combate, los afila cuidadosamente con cantos de río.",Rivalry,Mold Breaker,Unnerve,50%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Dig, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, False Swipe, Fling, Incinerate, Shadow Claw, Payback, Giga Impact, Swords Dance, X-Scissor, Dragon Tail, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Strength","Scratch, Leer, Assurance, Dragon Rage, Leer, Assurance, Dragon Rage, Dual Chop","Scary Face, Slash",,False Swipe,Dragon Claw,Dragon Dance,Taunt,,"Dragon Pulse, Swords Dance","Guillotine, Outrage, Giga Impact"
612,Haxorus,76,147,90,60,70,97,25,Dragon,,Mediano,Medium,Intermedio,Middleweight,8,lvl,"Its tusks are incredibly destructive. They can easily slice through a thick, sturdy steel column every time.","Sus colmillos poseen una increíble fuerza destructiva, capaz de desgarrar incluso una dura y espesa columna de acero.",Rivalry,Mold Breaker,Unnerve,50%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Earthquake, Return, Dig, Brick Break, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Focus Blast, False Swipe, Fling, Incinerate, Shadow Claw, Payback, Giga Impact, Swords Dance, Bulldoze, Rock Slide, X-Scissor, Dragon Tail, Poison Jab, Grass Knot, Swagger, Substitute, Rock Smash, Cut, Surf, Strength","Scratch, Leer, Assurance, Dragon Rage, Leer, Assurance, Dragon Rage, Dual Chop","Scary Face, Slash",,False Swipe,Dragon Claw,Dragon Dance,Taunt,,"Dragon Pulse, Swords Dance","Guillotine, Outrage, Giga Impact"
613,Cubchoo,55,70,40,60,40,40,25,Ice,,Pequeño,Small,Ligero,Lightweight,1,,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","Sus mocos son su barómetro de salud. Si es buena, serán densos, y la fuerza de sus movimientos de tipo Hielo aumentará.",Snow Cloak,Snow Cloak,Rattled,50%,"Hone Claws, Toxic, Hail, Hidden Power, Ice Beam, Blizzard, Protect, Rain Dance, Frustration, Return, Dig, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Echoed Voice, Fling, Shadow Claw, Frost Breath, Grass Knot, Swagger, Substitute, Rock Smash, Cut, Surf, Strength","Powder Snow, Growl, Bide, Icy Wind",Fury Swipes,Brine,Endure,Charm,Slash,Flail,Rest,"Blizzard, Hail","Thrash, Sheer Cold"
614,Beartic,95,110,80,70,80,50,25,Ice,,Grande,Big,Pesado,Heavyweight,6,lvl,They love the cold seas of the north. They create pathways across the ocean waters by freezing their own breath.,Adoran los mares gélidos del norte. Congelan su aliento para crear sendas por las que caminar sobre el agua.,Snow Cloak,Snow Cloak,Swift Swim,50%,"Hone Claws, Roar, Toxic, Hail, Bulk Up, Hidden Power, Taunt, Ice Beam, Blizzard, Hyper Beam, Protect, Rain Dance, Frustration, Return, Dig, Brick Break, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Echoed Voice, Focus Blast, Fling, Shadow Claw, Giga Impact, Stone Edge, Swords Dance, Bulldoze, Frost Breath, Rock Slide, Grass Knot, Swagger, Substitute, Rock Smash, Cut, Surf, Strength, Dive","Superpower, Powder Snow, Growl, Bide, Icy Wind, Growl, Bide, Icy Wind",Fury Swipes,Brine,Endure,Swagger,Slash,"Flail, Icicle Crash",Rest,Blizzard,"Hail, Thrash, Sheer Cold"
615,Cryogonal,70,50,30,95,135,105,25,Ice,,Mediano,Medium,Intermedio,Middleweight,5,,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148° F.",Usa cadenas de cristales de hielo para atrapar a sus presas y congelarlas a temperaturas de hasta -100°.,Levitate,Levitate,Levitate,--,"Toxic, Hail, Hidden Power, Ice Beam, Blizzard, Hyper Beam, Light Screen, Protect, Rain Dance, Frustration, SolarBeam, Return, Double Team, Reflect, Facade, Rest, Attract, Round, Acrobatics, Explosion, Frost Breath, Poison Jab, Swagger, Substitute, Flash Cannon","Bind, Ice Shard, Sharpen, Rapid Spin",Icy Wind,"Mist, Haze",Aurora Beam,Acid Armor,Ice Beam,"Light Screen, Reflect",Slash,"Confuse Ray, Recover","SolarBeam, Night Slash, Sheer Cold"
616,Shelmet,50,40,85,40,65,25,25,Bug,,Diminuto,Tiny,Ligero,Lightweight,3,,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve.","Si está junto a Karrablast, y ambos reciben una descarga eléctrica, evolucionan los dos a la vez.",Hydration,Shell Armor,Overcoat,50%,"Toxic, Venoshock, Hidden Power, Protect, Rain Dance, Frustration, Return, Double Team, Sludge Bomb, Facade, Rest, Attract, Round, Energy Ball, Struggle Bug, Swagger, Substitute","Absorb, Protect, Acid, Curse, Mega Drain","Struggle Bug, Yawn",,Acid Armor,Giga Drain,Guard Swap,Body Slam,Recover,"Bug Buzz, Final Gambit",
617,Accelgor,80,70,40,100,60,145,25,Bug,,Pequeño,Small,Ligero,Lightweight,7,lvl,"When its body dries out, it weakens. So it wraps a membrane around itself for protection while it spits poison.","Su cuerpo se debilita al deshidratarse, por lo que se envuelve en una membrana protectora mientras escupe veneno.",Hydration,Sticky Hold,Unburden,50%,"Toxic, Venoshock, Hidden Power, Hyper Beam, Protect, Rain Dance, Frustration, Return, Double Team, Sludge Bomb, Sandstorm, Facade, Rest, Attract, Round, Focus Blast, Energy Ball, Giga Impact, Struggle Bug, Swagger, U-turn, Substitute","Leech Life, Acid Spray, Double Team, Quick Attack, Acid Spray, Double Team, Quick Attack","Struggle Bug, Mega Drain",,Swift,Me First,Agility,Giga Drain,U-turn,"Bug Buzz, Recover","Power Swap, Final Gambit"
618,Stunfisk,109,66,84,81,99,32,25,Ground,Electric,Pequeño,Small,Ligero,Lightweight,4,,"When its opponent can't be paralyzed, it contorts itself with unexpected speed and flops away.","Cuando no logra paralizar a su rival, flexiona su cuerpo para escapar saltando con una inesperada velocidad.",Static,Limber,Sand Veil,50%,"Toxic, Hidden Power, Protect, Rain Dance, Frustration, Thunderbolt, Thunder, Earthquake, Return, Dig, Double Team, Sludge Wave, Sludge Bomb, Sandstorm, Rock Tomb, Facade, Rest, Attract, Round, Scald, Payback, Flash, Stone Edge, Thunder Wave, Bulldoze, Rock Slide, Swagger, Substitute, Surf","Mud-Slap, Mud Sport, Bide, ThunderShock, Mud Shot",Camouflage,Mud Bomb,Discharge,Endure,Bounce,,Muddy Water,"Thunderbolt, Revenge","Flail, Fissure"
619,Mienfoo,45,85,50,55,50,65,25,Fighting,,Pequeño,Small,Ligero,Lightweight,2,,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity.",La velocidad de sus ataques es su gran orgullo. Lo que le falta de fuerza bruta lo compensa en cantidad de golpes.,Inner Focus,Regenerator,Reckless,50%,"Calm Mind, Toxic, Bulk Up, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Dig, Brick Break, Double Team, Reflect, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Low Sweep, Round, Focus Blast, Fling, Acrobatics, Payback, Retaliate, Stone Edge, Swords Dance, Psych Up, Rock Slide, Work Up, Poison Jab, Grass Knot, Swagger, U-turn, Substitute, Rock Smash, Strength","Pound, Meditate, Detect, Fake Out",DoubleSlap,Swift,Calm Mind,Force Palm,Drain Punch,Jump Kick,U-turn,"Quick Guard, Bounce","Hi Jump Kick, Reversal, Aura Sphere"
