Name,Nombre,Type,Theme,Cat,PP,Att,Appeal,Acc,Effect,Efecto
Swagger,Contoneo,Normal,Cute,Other,25,--,3,-10,"Confuses opponent, but adds +33 to its attack.","Confunde al oponente, pero añade +33 a su ataque."
Swallow,Tragar,Normal,Tough,Other,30,--,2,0,Restores 1D10 HP for each time the user has performed Stockpile.,Restaura 1D10 HP por cada vez que el usuario ha realizado Stockpile.
Sweet Kiss,Beso dulce,Normal,Cute,Other,30,--,2,-25,Confuses opponent.,Confunde al oponente.
Sweet Scent,Dulce aroma,Normal,Cute,Other,20,--,2,0,Reduces -25 to opponent's evasiveness.,Reduce -25 a la evasión del oponente.
Swift,Meteoros,Normal,Cool,Special,20,1d12,2,0,Ignores defenses.,Ignora las defensas.
Switcheroo,Trapicheo,Dark,Clever,Other,30,--,2,0,Swaps held items with the opponent.,Intercambia objetos retenidos con el oponente.
Swords Dance,Danza espada,Normal,Beautiful,Other,10,--,1,0,Adds +33 to user's attack.,Agrega +33 al ataque del usuario.
Synchronoise,Sincrorruido,Psychc,Clever,Special,25,3d4,2,0,Only hits any pokémon in range that shares a type with the user. Ignores defenses.,Solo golpea a cualquier Pokémon dentro del alcance que comparta un tipo con el usuario. Ignora las defensas.
Synthesis,Síntesis,Grass,Clever,Other,35,--,1,0,"User recovers HP. Amount varies with the weather; if sunny recovers 2d12 HP, if normal recovers 2d6 HP, if any other weather recovers 1d6 HP.","El usuario recupera HP. La cantidad varía según el clima; si hace sol recupera 2d12 HP, si es normal recupera 2d6 HP, si hace cualquier otro clima recupera 1d6 HP."
Tackle,Placaje,Normal,Tough,Physical,5,1d10,4,0,,
Tail Glow,Luminicola,Bug,Beautiful,Other,20,--,1,0,Adds +50 to user's special attack.,Agrega +50 al ataque especial del usuario.
Tail Slap,Plumerazo,Normal,Cute,Physical,30,1d4,1,-15,Attemps to hit 1d4+1 times in one turn.,Intenta acertar 1d4+1 veces en un turno.
Tail Whip,Látigo,Normal,Cute,Other,10,--,2,0,Reduces -25 to opponent's defense.,Reduce -25 a la defensa del oponente.
Tailwind,Viento afín,Flying,Cool,Other,10,--,3,0,Doubles speed for 4 rounds.,Duplica la velocidad durante 4 rondas.
Take Down,Derribo,Normal,Tough,Physical,20,2d8,6,-15,User receives 1d4 recoil damage.,El usuario recibe 1d4 de daño por retroceso.
Taunt,Mofa,Dark,Clever,Other,20,--,2,0,Opponent can only use moves that attack for 1+1d4 rounds.,El oponente sólo puede utilizar movimientos que ataquen durante 1+1d4 asaltos.
Techno Blast,Tecno shock,Normal,Cool,Special,35,2d8,1,0,Type depends on the drive being held.,El tipo depende de la unidad que se esté manteniendo.
Teeter Dance,Danza caos,Normal,Cute,Other,20,--,4,0,Confuses all pokémon in a range equal to MSpA.,Confunde a todos los pokémon en un rango igual a MSpA.
Telekinesis,Telequinesis,Psychc,Clever,Other,25,--,2,0,"Ignores opponent's evasiveness for three rounds, add ground immunity.","Ignora la evasión del oponente durante tres rondas, agrega inmunidad al suelo."
Teleport,Teletransporte,Psychc,Cool,Other,20,--,1,0,Allows user to flee wild battles; also warps trainer(s) to last pokécenter.,Permite al usuario huir de batallas salvajes; También transporta a los entrenadores al último pokécentro.
Thief,Ladrón,Dark,Tough,Physical,30,2d4,1,0,Also steals opponent's held item.,También roba el objeto que tiene el oponente.
Thrash,Saña,Normal,Tough,Physical,30,2d12,6,0,User attacks for 1+1d2 turns but then becomes confused.,El usuario ataca durante 1+1d2 turnos pero luego se confunde.
Thunder,Trueno,Electr,Cool,Special,30,2d12,1,-30,Throw 1d10 and if the result is equal or less than 3 it will paralyze opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 paralizará al oponente.
Thunder Fang,Colmillo rayo,Electr,Cool,Physical,25,2d6,4,-5,"Throw 1d10 and if the result is equal to 1 it will paralyze opponent, and other throw 1d10 and if the result is equal or less than 3 it will cause flinching","Lanza 1d10 y si el resultado es igual o menor a 1 paralizará al oponente, y otros lanzan 1d10 y si el resultado es igual o menor a 3 provocará que se estremezca."
Thunder punch,Puño trueno,Electr,Cool,Physical,25,3d4,4,0,throw 1d10 and if the result is equal or less than 3 it will paralyze opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 paralizará al oponente.
Thunder shock,Impactrueno,Electr,Cool,Special,10,2d4,4,0,Throw 1d10 and if the result is equal or less than 3 it will paralyze opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 paralizará al oponente.
Thunder Wave,Onda trueno,Electr,Cool,Other,20,--,1,0,Paralyzes opponent.,Paraliza al oponente.
Thunderbolt,Rayo,Electr,Cool,Special,25,2d8,4,0,Throw 1d10 and if the result is equal or less than 3 it will paralyze opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 paralizará al oponente.
Tickle,Cosquillas,Normal,Cute,Other,20,--,3,0,Reduces -25 to opponent's attack and defense.,Reduce -25 al ataque y defensa del oponente.
Torment,Tormento,Dark,Tough,Other,25,--,2,0,Opponent cannot use the same move in a row.,El oponente no puede utilizar el mismo movimiento seguido.
Toxic,Tóxico,Poison,Clever,Other,30,--,3,-10,Badly poisons opponent.,Envenena gravemente al oponente.
Toxic Spikes,Púas tóxicas,Poison,Clever,Other,20,--,2,0,"Sets poisoned pikes in a range equal to user's MAtt. Poisons any pokémon that step into them. If applied twice, badly poisons. Flying-type pokémon may ignore if not grounded.","Coloca picas envenenadas en un rango igual al MAtt del usuario. Envenena a cualquier Pokémon que se acerque a ellos. Si se aplica dos veces, envenena gravemente. Los Pokémon de tipo volador pueden ignorar si no están castigados."
Transform,Transformación,Normal,Clever,Other,30,--,3,0,User takes on the form and attacks of the opponent.,El usuario adopta la forma y los ataques del oponente.
Tri Attack,Triataque,Normal,Beautiful,Special,30,3d4,1,0,"Throw 1d10 and if the result is equal to 1, 1d6 and it will paralyze(1/2), burn(3/4) or freeze(5/6) opponent.","Lanza 1d10 y si el resultado es igual a 1, 1d6 y paralizará (1/2), quemará (3/4) o congelará (5/6) al oponente."
Trick,Truco,Psychc,Clever,Other,30,--,2,0,Swaps held items with the opponent.,Intercambia objetos retenidos con el oponente.
Trick Room,Espacio raro,Psychc,Clever,Other,35,--,3,0,"Invert turns order, slower pokémon being first for 5 rounds.","Invierte el orden de los turnos, siendo los Pokémon más lentos los primeros durante 5 rondas."
Triple Kick,Triple patada,Fight,Cool,Physical,30,1d2,3,-10,Attemps to hit thrice in one turn at doubling power.,Intenta golpear tres veces en un turno para duplicar el poder.
Trump Card,As oculto,Normal,Cool,Special,35,--,1,0,Total damage is equal to user's used PPs before using Trump Card.,El daño total es igual a los PP usados ​​por el usuario antes de usar Trump Card.
Twineedle,Doble ataque,Bug,Cool,Physical,20,1d4,2,0,Attemps to hit twice in one turn. Throw 1d10 and if the result is equal or less than 3 it will poison opponent.,Intenta golpear dos veces en un turno. Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Twister,Ciclón,Dragon,Cool,Special,20,2d4,4,0,Throw 1d10 and if the result is equal or less than 3 it will cause flinching. Hits pokémon using Fly/Bounce with double power.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento. Golpea a Pokémon usando Volar/Rebotar con doble poder.
U-turn,Ida y vuelta,Bug,Cute,Physical,20,3d4,4,0,User switches places with ally immediately after attacking.,El usuario cambia de lugar con un aliado inmediatamente después de atacar.
Uproar,Alboroto,Normal,Cute,Special,30,2d8,2,0,User attacks for 3 turns and prevents sleep.,El usuario ataca durante 3 turnos y le impide dormir.
V-create,V de fuego,Fire,Cool,Physical,35,3d12,7,-5,"Reduces -25 to user's defense, special defense and speed.","Reduce -25 a la defensa del usuario, defensa especial y velocidad."
Vacuum Wave,Onda vacío,Fight,Cool,Special,10,2d4,3,0,"User may use this move before opponent's moves, counting as an action for next user's turn.","El usuario puede usar este movimiento antes de los movimientos del oponente, contando como una acción para el turno del siguiente usuario."
Venoshock,Carga tóxica,Poison,Beautiful,Special,30,2d6,2,0,Inflicts double damage if the target is poisoned.,Inflige el doble de daño si el objetivo está envenenado.
Vine Whip,Látigo cepa,Grass,Cool,Physical,25,1d6,4,0,,
Vise grip,Agarre,Normal,Tough,Physical,10,1d10,4,0,,
Vital Throw,Llave vital,Fight,Cool,Physical,30,3d4,2,0,"User attacks last, but ignores defenses.","Los ataques del usuario duran, pero ignoran las defensas."
Volt Switch,Voltiocambio,Electr,Cool,Special,20,3d4,4,0,User must switch out after attacking.,El usuario debe desconectarse después de atacar.
Volt Tackle,Placaje eléctrico,Electr,Cool,Physical,25,2d12,7,0,User receives 2d4 damage. 1d10 and if the result is equal to 1 it will paralyze opponent.,El usuario recibe 2d4 de daño. 1d10 y si el resultado es igual a 1 paralizará al oponente.
Wake-up Slap,Espabila,Fight,Tough,Physical,30,1d12,3,0,"Power doubles if opponent is asleep, but wakes it up.","El poder se duplica si el oponente está dormido, pero lo despierta."
Water Gun,Pistola agua,Water,Cute,Special,15,2d4,4,0,,
Water Pledge,Voto agua,Water,Beautiful,Special,30,1d10,2,0,Added effects appear if preceded by fire pledge or succeeded by grass pledge.,Los efectos añadidos aparecen si están precedidos por un compromiso de fuego o seguidos de un compromiso de hierba.
Water Pulse,Hidropulso,Water,Beautiful,Special,20,1d12,3,0,Throw 1d10 and if the result is equal or less than 2 it will confuse opponent.,Lanza 1d10 y si el resultado es igual o menor que 2 confundirá al oponente.
Water Sport,Hidrochorro,Water,Cute,Other,25,--,2,0,Weakens the power of fire-type moves.,Debilita el poder de los movimientos de tipo fuego.
Water Spout,Salpicar,Water,Beautiful,Special,35,3d10,6,0,"The higher the user's HP, the higher the damage caused. Hits all opposing pokémon in range.","Cuanto mayor sea el HP del usuario, mayor será el daño causado. Golpea a todos los Pokémon enemigos dentro de su alcance."
Waterfall,Cascada,Water,Tough,Physical,25,3d4,4,0,Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
Weather Ball,Meteorobola,Normal,Beautiful,Special,30,1d10,3,0,"Move's type changes with the weather. If sunny: Fire-type, if raining: Water-type, if hailing or snowing: Ice-type, if sandstorm: Rock-type, otherwise Normal-type.","El tipo de movimiento cambia con el clima. Si hace sol: Tipo fuego, si llueve: Tipo agua, si graniza o nieva: Tipo hielo, si hay tormenta de arena: Tipo roca, en caso contrario, tipo Normal."
Whirlpool,Torbellino,Water,Beautiful,Special,25,1d6,3,-15,"Traps opponent, damaging them for 3+1d2 turns.",Atrapa al oponente y lo daña durante 3+1d2 turnos.
Whirlwind,Remolino,Normal,Clever,Other,20,--,3,0,"In battles, the opponent switches. In the wild, the pokémon runs.","En las batallas, el oponente cambia. En estado salvaje, el pokémon corre."
Wide Guard,Vasta guardia,Rock,Tough,Other,30,--,1,0,Protects the user's team from multi-target attacks.,Protege al equipo del usuario de ataques multiobjetivo.
Wild Charge,Voltio cruel,Electr,Tough,Physical,25,2d8,6,0,User receives 1d4 recoil damage.,El usuario recibe 1d4 de daño por retroceso.
Will-o-wisp,Fuego fatuo,Fire,Beautiful,Other,25,--,3,-25,Burns opponent.,Quema al oponente.
Wing Attack,Ataque ala,Flying,Cool,Physical,5,1d12,4,0,,
Wish,Deseo,Normal,Cute,Other,30,--,3,0,The user half their HP in the following turn.,El usuario pierde la mitad de sus hp en el siguiente turno.
Withdraw,Refugio,Water,Cute,Other,1,--,2,0,Adds +25 to user's defense.,Agrega +25 a la defensa del usuario.
Wonder Room,Zona extraña,Psychc,Clever,Other,30,--,3,0,Swaps every pokémon's defense and special defense for 5 rounds.,Intercambia la defensa de cada pokémon y la defensa especial durante 5 rondas.
Wood Hammer,Mazazo,Grass,Tough,Physical,25,2d12,6,0,User receives 2d4 recoil damage.,El usuario recibe 2d4 daños por retroceso.
Work Up,Avivar,Normal,Tough,Other,10,--,3,0,Adds +25 to user's attack and special attack.,Agrega +25 al ataque del usuario y al ataque especial.
Worry Seed,Abatidoras,Grass,Clever,Other,30,--,2,0,Changes the opponent's ability to insomnia.,Cambia la capacidad del oponente al insomnio.
Wrap,Constricción,Normal,Tough,Physical,20,1d2,3,-10,"Traps opponent, damaging them for 3+1d2 turns.",Atrapa al oponente y lo daña durante 3+1d2 turnos.
Wring Out,Estrujón,Normal,Tough,Special,35,1d10,2,0,"If user's remaining HP is more than half, adds 1d10 damage.","Si el HP restante del usuario es más de la mitad, agrega 1d10 de daño."
X-scissor,Tijera X,Bug,Cool,Physical,25,3d4,2,0,,
Yawn,Bostezo,Normal,Cute,Other,30,--,2,0,Puts opponent to sleep in the next turn.,Pone al oponente a dormir en el siguiente turno.
Zap Cannon,Electrocañón,Electr,Cool,Special,35,2d12,2,-50,Paralyzes opponent.,Paraliza al oponente.
Zen Headbutt,Cabezazo zen,Psychc,Clever,Physical,25,3d4,4,-10,Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
